norm_iri;content;content_clean
dio~di101-0346~1;"<sco>
    <sec>
      <par>
        <lno>F(RATER) P(ATER)<appalpha id=""footnotes-appalpha-dio-di101-0346-a"">a)</appalpha> LEONAR=/D(VS) GROMER / OBIIT . VII / IVNII<appalpha id=""footnotes-appalpha-dio-di101-0346-b"">b) </appalpha>/ MDCXVIII</lno>
      </par>
    </sec>
  </sco>";F(RATER) P(ATER)a) LEONAR=/D(VS) GROMER / OBIIT . VII / IVNIIb) / MDCXVIII
dio~di101-0347~1;"<sco>
<sec>

<par>
<lno>R(EVERENDVS) P(ATER) F(RATER) CHRYSOSTO/MVS VILSMAIR O/BIIT AN(N)O MDCXVIII / XII. SEPTE(M)B(RIS) CVIVS / ANIMA DEO VIVAT </lno>
</par>
</sec>
</sco>";R(EVERENDVS) P(ATER) F(RATER) CHRYSOSTO/MVS VILSMAIR O/BIIT AN(N)O MDCXVIII / XII. SEPTE(M)B(RIS) CVIVS / ANIMA DEO VIVAT
dio~di101-0348~1;"<sco>
    <sec>
      <par>
        <lno>HEIC<appalpha id=""footnotes-appalpha-dio-di101-0348-a"">a)</appalpha> . VENERANDI . PERQVAM . DO=/CTI . D(OMI)NI . EVERARDI . STAINER . PRO=/PAROCHI . QVONDAM . MONASTE=/R<lig>II</lig><appalpha id=""footnotes-appalpha-dio-di101-0348-b"">b)</appalpha> . ROTVALENSIS . [QVI<appalpha id=""footnotes-appalpha-dio-di101-0348-c"">c)</appalpha> . DVM . VI/XIT . VIRGO . SVADA . PVDOR . RARV(M) CLE=/RI . DECVS . IVRE . FVIT . HABITVS]<appalpha id=""footnotes-appalpha-dio-di101-0348-c"">c)</appalpha> . RELI=/QVVM . IACET : PARS . POTIOR . C<lig>AE</lig>LO . GAV=/DET . OB<lig>II</lig>T<appalpha id=""footnotes-appalpha-dio-di101-0348-b"">b)</appalpha> . IV . IDVS . FEBRVARIAS . / ANNO . MDCXIX . <lig>AE</lig>TAT(IS) XXIX . / A.<appalpha id=""footnotes-appalpha-dio-di101-0348-d"">d)</appalpha> . S(TAINER) . F(RATER) . G(ERMANVS) / M<lig>OE</lig>STVS PONEBAT<appalpha id=""footnotes-appalpha-dio-di101-0348-e"">e) </appalpha>.</lno>
      </par>
    </sec>
  </sco>";HEICa) . VENERANDI . PERQVAM . DO=/CTI . D(OMI)NI . EVERARDI . STAINER . PRO=/PAROCHI . QVONDAM . MONASTE=/RIIb) . ROTVALENSIS . [QVIc) . DVM . VI/XIT . VIRGO . SVADA . PVDOR . RARV(M) CLE=/RI . DECVS . IVRE . FVIT . HABITVS]c) . RELI=/QVVM . IACET : PARS . POTIOR . CAELO . GAV=/DET . OBIITb) . IV . IDVS . FEBRVARIAS . / ANNO . MDCXIX . AETAT(IS) XXIX . / A.d) . S(TAINER) . F(RATER) . G(ERMANVS) / MOESTVS PONEBATe) .
dio~di101-0349~1;"<sco>
    <sec>
      <par>
        <lno>Alda ligt begraben Maximilian Wolfgan(n)g / Lösch des Edlen vnd Gestrengen Heren Wolf Wilhelm / Löschen zu Hilckerszhausen, der F(ü)r(stlichen) D(urchlauch)t in Bayen<appalpha id=""footnotes-appalpha-dio-di101-0349-a"">a)</appalpha> (et)c(etera) / Rath vnd Pfleger zu Kraiburg, vnd Frau Leonor<lig>ae</lig> Lö=/schin, geborne von Closen zu Haidenburg Eheleiblich / gewestes Söhn<appalpha id=""footnotes-appalpha-dio-di101-0349-a"">a)</appalpha>, seines Alters Fünffthalb Jar, so den ∙ 6 ∙ / Septemb(er) desz 1619. Jars in Christo entschlaffe(n), deme / als meinem lieben Enickhel, hab ich Barbara vo(n) Close(n) / zu Haidenburg wittib, geborne Nothafftin vo(n) Wern=/berg zu Aholming diszes Grabstaindl zu ainer ewig(en) / gedechtnus machen lassen</lno>
      </par>
    </sec>
  </sco>";Alda ligt begraben Maximilian Wolfgan(n)g / Lösch des Edlen vnd Gestrengen Heren Wolf Wilhelm / Löschen zu Hilckerszhausen, der F(ü)r(stlichen) D(urchlauch)t in Bayena) (et)c(etera) / Rath vnd Pfleger zu Kraiburg, vnd Frau Leonorae Lö=/schin, geborne von Closen zu Haidenburg Eheleiblich / gewestes Söhna), seines Alters Fünffthalb Jar, so den ∙ 6 ∙ / Septemb(er) desz 1619. Jars in Christo entschlaffe(n), deme / als meinem lieben Enickhel, hab ich Barbara vo(n) Close(n) / zu Haidenburg wittib, geborne Nothafftin vo(n) Wern=/berg zu Aholming diszes Grabstaindl zu ainer ewig(en) / gedechtnus machen lassen
dio~di101-0350~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>Alhie ligt begraben die Edl, vnd Ehrnthugendtreich / Frau Chatarina, Alberin von Allberburg zu albersthain / Geborne Metzgerin, sambt Jrer Erster leibsfrucht Welche / nach dem sy in gebürdts Nötten mit viller verwunderung, / Man(n)lich vnd Citterliche<appalpha id=""footnotes-appalpha-dio-di101-0350-a"">a)</appalpha> siben tag vnd Nacht An(n)einander gestritten / Jst sy letzlich sambt der in Muetterleib vershlossnen doch Frohn getaufften<appalpha id=""footnotes-appalpha-dio-di101-0350-b"">b)</appalpha> / Frucht mit des Gotts Pfeill getroffen vnd Iberwunden, den 4 Nouembris / des 1619: Jars Jn dem 27 Jheres alters, vmb die 12 stundt zu Mittag / seeligehlich in den herren entshlaffen welcher Gott der allmechtig Gnedig sein / vnd ein Freheliche aufer=//steheung<appalpha id=""footnotes-appalpha-dio-di101-0350-c"">c)</appalpha> verleichen welle, / Amen<appalpha id=""footnotes-appalpha-dio-di101-0350-d"">d)</appalpha>.</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>Jch wahr wie ein Blum in Gartten,</lno>
        <lno>khundt nit dreissig Jar erwartten /</lno>
        <lno>Musst Forth es Half gar khein khlage</lno>
        <lno>die leibsfrucht in mir erlage. /</lno>
        <lno>das Thraueren mir helffe gar nit</lno>
        <lno>darumb, O Chrisst, Gott fier mich bitt /</lno>
        <lno>das Jch erlösst werd aus disen Bande </lno>
        <lno>vnd mich Gott fier in das ehebig vatterlande /</lno>
        <lno>Hernach: all Hernach<appalpha id=""footnotes-appalpha-dio-di101-0350-e"">e)</appalpha>.</lno>
      </par>
    </sec>
  </sco>";I. Alhie ligt begraben die Edl, vnd Ehrnthugendtreich / Frau Chatarina, Alberin von Allberburg zu albersthain / Geborne Metzgerin, sambt Jrer Erster leibsfrucht Welche / nach dem sy in gebürdts Nötten mit viller verwunderung, / Man(n)lich vnd Citterlichea) siben tag vnd Nacht An(n)einander gestritten / Jst sy letzlich sambt der in Muetterleib vershlossnen doch Frohn getaufftenb) / Frucht mit des Gotts Pfeill getroffen vnd Iberwunden, den 4 Nouembris / des 1619: Jars Jn dem 27 Jheres alters, vmb die 12 stundt zu Mittag / seeligehlich in den herren entshlaffen welcher Gott der allmechtig Gnedig sein / vnd ein Freheliche aufer=//steheungc) verleichen welle, / Amend). II. Jch wahr wie ein Blum in Gartten, khundt nit dreissig Jar erwartten / Musst Forth es Half gar khein khlage die leibsfrucht in mir erlage. / das Thraueren mir helffe gar nit darumb, O Chrisst, Gott fier mich bitt / das Jch erlösst werd aus disen Bande vnd mich Gott fier in das ehebig vatterlande / Hernach: all Hernache).
dio~di101-0351~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>SANTE<appalpha id=""footnotes-appalpha-dio-di101-0351-a"">a)</appalpha> PIE CHRISTIANE ET / PERLEGE<appalpha id=""footnotes-appalpha-dio-di101-0351-b"">b)</appalpha>. / Hanc sacram Iconem artifici / manu depi<lig>ct</lig>am Ad hono=/rem C<lig>ae</lig>lorum Regin<lig>ae</lig> <lig>et</lig> D(ivi) / Bernhardi Ordinis Tutelari / posuit Admodum R(everendus) D(ominus) Michael / huius Monasterij Allers=/pachensis Abbas<appalpha id=""footnotes-appalpha-dio-di101-0351-b"">b)</appalpha>. / Anno po<lig>st</lig> recuperatam à / Chri<lig>st</lig>o salutem mortalibus, / Millesimo Sexcentesimo / decimo Nono<appalpha id=""footnotes-appalpha-dio-di101-0351-b"">b)</appalpha>.</lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>INVENIT<appalpha id=""footnotes-appalpha-dio-di101-0351-c"">c)</appalpha> ET PINXIT / MATHIAS KAGER</lno>
      </par>
    </sec>
    <sec>
      <snr>III.</snr>
      <par>
        <lno>Laudate eum / c<lig>ae</lig>li c<lig>ae</lig>lorum: / <lig>et</lig> aqu<lig>ae</lig> omnes / quae super c<lig>ae</lig>los / [su]nt<appalpha id=""footnotes-appalpha-dio-di101-0351-d"">d)</appalpha>, laudent no-/[m]en<appalpha id=""footnotes-appalpha-dio-di101-0351-d"">d)</appalpha> domini. / [q]uia<appalpha id=""footnotes-appalpha-dio-di101-0351-d"">d)</appalpha> ipse dixit<appalpha id=""footnotes-appalpha-dio-di101-0351-e"">e)</appalpha>. // et facta sann<appalpha id=""footnotes-appalpha-dio-di101-0351-f"">f)</appalpha> ipse / mandauit, <lig>et</lig> cre-/ata sunt. / [S]tatuit<appalpha id=""footnotes-appalpha-dio-di101-0351-g"">g)</appalpha> ea in <lig>ae</lig>-/ternum. <lig>et</lig> in se-/culu[m] s[<lig>ae</lig>cu]li<appalpha id=""footnotes-appalpha-dio-di101-0351-d"">d)</appalpha>: pr<lig>ae</lig>-<appalpha id=""footnotes-appalpha-dio-di101-0351-h"">h)</appalpha></lno>
      </par>
    </sec>
  </sco>";I. SANTEa) PIE CHRISTIANE ET / PERLEGEb). / Hanc sacram Iconem artifici / manu depictam Ad hono=/rem Caelorum Reginae et D(ivi) / Bernhardi Ordinis Tutelari / posuit Admodum R(everendus) D(ominus) Michael / huius Monasterij Allers=/pachensis Abbasb). / Anno post recuperatam à / Christo salutem mortalibus, / Millesimo Sexcentesimo / decimo Nonob). II. INVENITc) ET PINXIT / MATHIAS KAGER III. Laudate eum / caeli caelorum: / et aquae omnes / quae super caelos / [su]ntd), laudent no-/[m]end) domini. / [q]uiad) ipse dixite). // et facta sannf) ipse / mandauit, et cre-/ata sunt. / [S]tatuitg) ea in ae-/ternum. et in se-/culu[m] s[aecu]lid): prae-h)
dio~di101-0352~1;"<sco>
    <sec>
      <p>
        <strong>I.</strong>
      </p>
      <par>
        <lin>Hie<appalpha id=""footnotes-appalpha-dio-di101-0352-a"">a)</appalpha> Ligt Begraben der Wol Edl vnnd Gestreng Herr / Sigmundt Münch von Minichhausen welcher in diesem / loblichen Closter den . 2 . January An(n)o . 1620 . sein leb[en] / seliglich geendt deme vnnd allen Christglaubig/en Sellen der Allmechtige Gott an / Jenem strengen Gerichtstag ein / froliche Auferstehung Verleich(en) / welle. // Amen<appalpha id=""footnotes-appalpha-dio-di101-0352-b"">b)</appalpha>.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Wappenbeischriften:</strong>
      </p>
      <par>
        <table>
          <row>
            <cell>
              <entry>Münick<appalpha id=""footnotes-appalpha-dio-di101-0352-c"">c)</appalpha><appnum id=""footnotes-appnum-dio-di101-0352-1"">1)</appnum></entry>
            </cell>
            <cell>
              <entry>Daufkirchen<appalpha id=""footnotes-appalpha-dio-di101-0352-d"">d)</appalpha><appnum id=""footnotes-appnum-dio-di101-0352-2"">2)</appnum></entry>
            </cell>
          </row>
          <row>
            <cell>
              <entry>Adelshausen<appalpha id=""footnotes-appalpha-dio-di101-0352-e"">e)</appalpha><appnum id=""footnotes-appnum-dio-di101-0352-3"">3)</appnum></entry>
            </cell>
            <cell>
              <entry>Kizscher<appalpha id=""footnotes-appalpha-dio-di101-0352-f"">f)</appalpha><appnum id=""footnotes-appnum-dio-di101-0352-4"">4)</appnum>.</entry>
            </cell>
          </row>
        </table>
      </par>
    </sec>
  </sco>";I. Hiea) Ligt Begraben der Wol Edl vnnd Gestreng Herr / Sigmundt Münch von Minichhausen welcher in diesem / loblichen Closter den . 2 . January An(n)o . 1620 . sein leb[en] / seliglich geendt deme vnnd allen Christglaubig/en Sellen der Allmechtige Gott an / Jenem strengen Gerichtstag ein / froliche Auferstehung Verleich(en) / welle. // Amenb). II. Wappenbeischriften: Münickc)1) Daufkirchend)2) Adelshausene)3) Kizscherf)4).
dio~di101-0353~1;"<sco>
    <sec>
      <snr>I.</snr>
      <par>
        <lno>HIC IACET SEPVLTVS REVEREN=/=DVS IN CHRISTO D(OMI)NVS MARTINVS / MAIR AYBLINGENSIS PER ANNOS / XV HVIVS TEMPLI PAROCHVS / QVI POST MVLTOS LABORES / PIE OBIIT DIE MENSIS XV. OCT(OBRIS) / ANNO D(OMI)NI MDCXX<appalpha id=""footnotes-appalpha-dio-di101-0353-a"">a)</appalpha></lno>
      </par>
    </sec>
    <sec>
      <snr>II.</snr>
      <par>
        <lno>MISEREMINI<appalpha id=""footnotes-appalpha-dio-di101-0353-b"">b)</appalpha> MEI. MISEREMINI MEI SALTEM VOS / AMICI<appalpha id=""footnotes-appalpha-dio-di101-0353-c"">c)</appalpha> MEI QVIA MANVS DOMINI TETIGIT / ME IOB XIX CAP(ITVLVM)<appalpha id=""footnotes-appalpha-dio-di101-0353-a"">a)</appalpha></lno>
      </par>
    </sec>
  </sco>";I. HIC IACET SEPVLTVS REVEREN=/=DVS IN CHRISTO D(OMI)NVS MARTINVS / MAIR AYBLINGENSIS PER ANNOS / XV HVIVS TEMPLI PAROCHVS / QVI POST MVLTOS LABORES / PIE OBIIT DIE MENSIS XV. OCT(OBRIS) / ANNO D(OMI)NI MDCXXa) II. MISEREMINIb) MEI. MISEREMINI MEI SALTEM VOS / AMICIc) MEI QVIA MANVS DOMINI TETIGIT / ME IOB XIX CAP(ITVLVM)a)
dio~di101-0354~1;"<sco>
    <sec>
      <par>
        <lno>[Allhier lie]gt [b]egraben der Ehr/w[ürdi]ge Geistlich herr / [Georgius] wạ[lch ge]wester pf[ar/rer zu]<appalpha id=""footnotes-appalpha-dio-di101-0354-a"">a)</appalpha> Rain[t]ing der ge[st/orben ist]<appalpha id=""footnotes-appalpha-dio-di101-0354-a"">a)</appalpha> am Fre[it]ag vor / [Lätärn] 16[22 Jahres ---]<appalpha id=""footnotes-appalpha-dio-di101-0354-b"">b)</appalpha></lno>
      </par>
    </sec>
  </sco>";[Allhier lie]gt [b]egraben der Ehr/w[ürdi]ge Geistlich herr / [Georgius] wạ[lch ge]wester pf[ar/rer zu]a) Rain[t]ing der ge[st/orben ist]a) am Fre[it]ag vor / [Lätärn] 16[22 Jahres ---]b)
dio~di101-0355~1;"<sco>
    <sec>
      <p>
        <strong>I.</strong>
      </p>
      <par>
        <lin>D(EO) O(PTIMO) M(AXIMO) S(ACRVM) / LVCIA<appalpha id=""footnotes-appalpha-dio-di101-0355-a"">a)</appalpha> EX IMP(ERIALIS) SEMP(ER) LIB(ERIS) LIMPVRG(ENSIS) ET / PINCERNIS H<lig>AE</lig>REDITARIIS NAT(A) SPECKFELDI / A(NNO) S(ALVTIS) M . D . L V . DIE LVCI<lig>AE</lig>, PATRE CAROLO . SEMP(ER) / LIB(ERO) MATRE ADELHEID(E) EX . COM(ITVM) RHENI . COGNO=/MINE FERIS<appalpha id=""footnotes-appalpha-dio-di101-0355-b"">b)</appalpha>. / NVPSIT<appalpha id=""footnotes-appalpha-dio-di101-0355-a"">a)</appalpha> ILLVST(RI) ET GENER(OSO) COM(ITI) IMPER(IALI) VETER(IS) / PROSAPI<lig>AE</lig> ORTENB(VRGENSIS) IOACHIMO : A(NNO) S(ALVTIS) LXXII . / VIXERVNT CONIVNCTISS(IME) FIDELIS CVM FIDELI / CONIVGE . ANNOS XXVIII COMPAR FORTVN<lig>AE</lig> / BENIGN<lig>AE</lig> ET ADVERS<lig>AE</lig> CONSTANS<appalpha id=""footnotes-appalpha-dio-di101-0355-b"">b)</appalpha> . / ILLVSTRI ET GENER(OSO) VETER(IS) PROSAPI<lig>AE</lig> ORTE(N)B(VRGENSIS) / COM(ITI) FRIDERICO CASIMIRO PER TESTAM(ENTVM) A CO=/MITE IOACHIMO H<lig>AE</lig>REDI INSTITVTO . EXSE=/CVTRIX TESTAM(ENTI) DECLARATA . ET A C<lig>AE</lig>SAR(EA) / MAIEST(ATE) CONFIRMATA, PR<lig>AE</lig>STITIT MATERNA(M) / FIDEM<appalpha id=""footnotes-appalpha-dio-di101-0355-c"">c)</appalpha> . / PRO<appalpha id=""footnotes-appalpha-dio-di101-0355-a"">a)</appalpha> CONSERVANDA LIBERTA<lig>TE</lig> PROSAPI<lig>AE</lig> ORTENB(VRGENSIS) / C<lig>AE</lig>SAREAM MAIEST(ATEM) RVDOLF(VM) II. SVPPLEX HA=/BVIT IN PERSECVTIONIBVS TVTOREM<appalpha id=""footnotes-appalpha-dio-di101-0355-b"">b)</appalpha> . / IVRE TESTAM(ENTI) GVBERNATIONI PR<lig>AE</lig>FVIT VI=/DVA ANNIS &lt;---&gt; SALVBRITER<appalpha id=""footnotes-appalpha-dio-di101-0355-b"">b)</appalpha> . / TESTANTVR AQV<lig>AE</lig>DVCTVS, HORTI ET NO=/VA <lig>AE</lig>DIFICIA<appalpha id=""footnotes-appalpha-dio-di101-0355-c"">c)</appalpha> / FVIT AMANS VERBI DIVINI, ET ORTHODOX<lig>AE</lig> / RELIGIONIS EVANGELIC<lig>AE</lig> PRIVATIM<appalpha id=""footnotes-appalpha-dio-di101-0355-d"">d)</appalpha> / ET PVBLICE STVDIOSISSIMA . / TANDEM IN VERA INVOCATIONE IESV / CHRISTI COMMENDAVIT SPI=/RITVM DEO PATRI COELESTI, ET / PLACIDE VIVIS EXCESSIT . </lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>II. Wappenreihe links außen:</strong>
      </p>
      <par>
        <lin>Erbsche(n)c̣ḳ Limb(urg)<appalpha id=""footnotes-appalpha-dio-di101-0355-e"">e)</appalpha></lin>
        <lin>Graf ẓ(ụ) Họhe(n)ḷọḥ</lin>
        <lin>G(raf) z(u) Thirstain<appnum id=""footnotes-appnum-dio-di101-0355-3"">3)</appnum></lin>
        <lin>H(err) z(u) Blanckhe(n)b(erg)<appnum id=""footnotes-appnum-dio-di101-0355-4"">4)</appnum></lin>
        <lin>G(raf) Hohenberg<appnum id=""footnotes-appnum-dio-di101-0355-5"">5)</appnum></lin>
        <lin>G(raf) Thierstain<appnum id=""footnotes-appnum-dio-di101-0355-3"">3)</appnum>.</lin>
        <lin>H(err) Ratzmitz<appnum id=""footnotes-appnum-dio-di101-0355-6"">6)</appnum></lin>
        <lin>F(reiherr) Stoffel[n]<appnum id=""footnotes-appnum-dio-di101-0355-7"">7)</appnum></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>III. Wappenreihe links innen:</strong>
      </p>
      <par>
        <lin>G̣(ṛạf̣) ẓ(ụ) Ṣc̣ḥḷịc̣ḳ<appnum id=""footnotes-appnum-dio-di101-0355-8"">8)</appnum></lin>
        <lin>G(raf) Colalto<appnum id=""footnotes-appnum-dio-di101-0355-9"">9)</appnum>.</lin>
        <lin>Hertz(og) Schleßien.</lin>
        <lin>[---]<appnum id=""footnotes-appnum-dio-di101-0355-10"">10)</appnum></lin>
        <lin>G(raf)<appalpha id=""footnotes-appalpha-dio-di101-0355-f"">f)</appalpha> Schwarlzeb<appalpha id=""footnotes-appalpha-dio-di101-0355-g11"">g) 11)</appalpha></lin>
        <lin>F(reiherr) Bickhenbach<appnum id=""footnotes-appnum-dio-di101-0355-12"">12)</appnum></lin>
        <lin>G(raf) Schaumrb<appalpha id=""footnotes-appalpha-dio-di101-0355-h"">h)</appalpha> <appnum id=""footnotes-appnum-dio-di101-0355-13"">13)</appnum> .</lin>
        <lin>G(raf) Abensperg<appnum id=""footnotes-appnum-dio-di101-0355-14"">14)</appnum>.</lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>IV. Wappenreihe rechts innen:</strong>
      </p>
      <par>
        <lin>G(raf) Lịṇṭburg<appnum id=""footnotes-appnum-dio-di101-0355-15"">15)</appnum>.</lin>
        <lin>G̣(ṛạf̣) Hanaw<appnum id=""footnotes-appnum-dio-di101-0355-16"">16)</appnum></lin>
        <lin>G(raf) Salm ∙</lin>
        <lin>F(reiherr) Ketzler<appnum id=""footnotes-appnum-dio-di101-0355-17"">17)</appnum></lin>
        <lin>G(raf) Sarwẹṛḍen<appnum id=""footnotes-appnum-dio-di101-0355-18"">18)</appnum></lin>
        <lin>G(raf) Leiningen<appnum id=""footnotes-appnum-dio-di101-0355-19"">19)</appnum></lin>
        <lin>G(raf) […]ff[...]g[...]<appnum id=""footnotes-appnum-dio-di101-0355-20"">20)</appnum></lin>
        <lin>F(reiherr) J̣ẹṇ[---]<appnum id=""footnotes-appnum-dio-di101-0355-21"">21)</appnum></lin>
      </par>
    </sec>
    <sec>
      <p>
        <strong>V. Wappenreihe rechts außen:</strong>
      </p>
      <par>
        <lin>G(raf) Lisenburg<appnum id=""footnotes-appnum-dio-di101-0355-22"">22)</appnum></lin>
        <lin>G(raf) Stams<appnum id=""footnotes-appnum-dio-di101-0355-23"">23)</appnum> .</lin>
        <lin>G(raf) Naszau<appnum id=""footnotes-appnum-dio-di101-0355-24"">24)</appnum> .</lin>
        <lin>G(raf) Naszau<appnum id=""footnotes-appnum-dio-di101-0355-25"">25)</appnum> .</lin>
        <lin>G(raf) Rineckh<appnum id=""footnotes-appnum-dio-di101-0355-26"">26)</appnum></lin>
        <lin>[---]<appnum id=""footnotes-appnum-dio-di101-0355-27"">27)</appnum></lin>
        <lin>G(raf) Werthaim<appnum id=""footnotes-appnum-dio-di101-0355-28"">28)</appnum></lin>
        <lin>F(ürst) Ottingẹṇ</lin>
      </par>
    </sec>
  </sco>";I. D(EO) O(PTIMO) M(AXIMO) S(ACRVM) / LVCIAa) EX IMP(ERIALIS) SEMP(ER) LIB(ERIS) LIMPVRG(ENSIS) ET / PINCERNIS HAEREDITARIIS NAT(A) SPECKFELDI / A(NNO) S(ALVTIS) M . D . L V . DIE LVCIAE, PATRE CAROLO . SEMP(ER) / LIB(ERO) MATRE ADELHEID(E) EX . COM(ITVM) RHENI . COGNO=/MINE FERISb). / NVPSITa) ILLVST(RI) ET GENER(OSO) COM(ITI) IMPER(IALI) VETER(IS) / PROSAPIAE ORTENB(VRGENSIS) IOACHIMO : A(NNO) S(ALVTIS) LXXII . / VIXERVNT CONIVNCTISS(IME) FIDELIS CVM FIDELI / CONIVGE . ANNOS XXVIII COMPAR FORTVNAE / BENIGNAE ET ADVERSAE CONSTANSb) . / ILLVSTRI ET GENER(OSO) VETER(IS) PROSAPIAE ORTE(N)B(VRGENSIS) / COM(ITI) FRIDERICO CASIMIRO PER TESTAM(ENTVM) A CO=/MITE IOACHIMO HAEREDI INSTITVTO . EXSE=/CVTRIX TESTAM(ENTI) DECLARATA . ET A CAESAR(EA) / MAIEST(ATE) CONFIRMATA, PRAESTITIT MATERNA(M) / FIDEMc) . / PROa) CONSERVANDA LIBERTATE PROSAPIAE ORTENB(VRGENSIS) / CAESAREAM MAIEST(ATEM) RVDOLF(VM) II. SVPPLEX HA=/BVIT IN PERSECVTIONIBVS TVTOREMb) . / IVRE TESTAM(ENTI) GVBERNATIONI PRAEFVIT VI=/DVA ANNIS <---> SALVBRITERb) . / TESTANTVR AQVAEDVCTVS, HORTI ET NO=/VA AEDIFICIAc) / FVIT AMANS VERBI DIVINI, ET ORTHODOXAE / RELIGIONIS EVANGELICAE PRIVATIMd) / ET PVBLICE STVDIOSISSIMA . / TANDEM IN VERA INVOCATIONE IESV / CHRISTI COMMENDAVIT SPI=/RITVM DEO PATRI COELESTI, ET / PLACIDE VIVIS EXCESSIT . II. Wappenreihe links außen: Erbsche(n)c̣ḳ Limb(urg)e) Graf ẓ(ụ) Họhe(n)ḷọḥ G(raf) z(u) Thirstain3) H(err) z(u) Blanckhe(n)b(erg)4) G(raf) Hohenberg5) G(raf) Thierstain3). H(err) Ratzmitz6) F(reiherr) Stoffel[n]7) III. Wappenreihe links innen: G̣(ṛạf̣) ẓ(ụ) Ṣc̣ḥḷịc̣ḳ8) G(raf) Colalto9). Hertz(og) Schleßien. [---]10) G(raf)f) Schwarlzebg) 11) F(reiherr) Bickhenbach12) G(raf) Schaumrbh) 13) . G(raf) Abensperg14). IV. Wappenreihe rechts innen: G(raf) Lịṇṭburg15). G̣(ṛạf̣) Hanaw16) G(raf) Salm ∙ F(reiherr) Ketzler17) G(raf) Sarwẹṛḍen18) G(raf) Leiningen19) G(raf) […]ff[...]g[...]20) F(reiherr) J̣ẹṇ[---]21) V. Wappenreihe rechts außen: G(raf) Lisenburg22) G(raf) Stams23) . G(raf) Naszau24) . G(raf) Naszau25) . G(raf) Rineckh26) [---]27) G(raf) Werthaim28) F(ürst) Ottingẹṇ
dio~di101-0356~1;"<sco>
    <sec>
      <par>
        <lno>A dj den ∙ 17 May Anno 1627. Jst in / Gott Seelligelich entschlaffen Weill=/=endt der Ehrnuesst, Hoch vnnd wolfürnembe / veith Stegnmair Cur F(ü)r(stlicher) Dh(u)r(chlaucht) in Bayrn / Gewesster Pfleggericht vnd Casstengegen=/=schreiber Zu Griespach deme vnd allen / Christglaubigen Sellen Gott der Allmecht=/=ig am Jüngsten<appalpha id=""footnotes-appalpha-dio-di101-0356-a"">a)</appalpha> tag ain Frelliche aufer=/=steheung verleichen Welle Amen</lno>
      </par>
    </sec>
  </sco>";A dj den ∙ 17 May Anno 1627. Jst in / Gott Seelligelich entschlaffen Weill=/=endt der Ehrnuesst, Hoch vnnd wolfürnembe / veith Stegnmair Cur F(ü)r(stlicher) Dh(u)r(chlaucht) in Bayrn / Gewesster Pfleggericht vnd Casstengegen=/=schreiber Zu Griespach deme vnd allen / Christglaubigen Sellen Gott der Allmecht=/=ig am Jüngstena) tag ain Frelliche aufer=/=steheung verleichen Welle Amen
dio~di101-0357~1;"<sco>
    <sec>
      <par>
        <lno>F(RATER) P(ATER)<appalpha id=""footnotes-appalpha-dio-di101-0357-a"">a)</appalpha> · M(ICHAEL) S(VEVVS) OBIIT / A(NN)O<appalpha id=""footnotes-appalpha-dio-di101-0357-b"">b)</appalpha> M · DC 28<appalpha id=""footnotes-appalpha-dio-di101-0357-c"">c)</appalpha> ∙ / XI · IVNII ∙</lno>
      </par>
    </sec>
  </sco>";F(RATER) P(ATER)a) · M(ICHAEL) S(VEVVS) OBIIT / A(NN)Ob) M · DC 28c) ∙ / XI · IVNII ∙
dio~di101-0358~1;"<sco>
    <sec>
      <par>
        <lno>ANNO<appalpha id=""footnotes-appalpha-dio-di101-0358-a"">a)</appalpha> CHRISTI INCAR/XATI<appalpha id=""footnotes-appalpha-dio-di101-0358-b"">b)</appalpha> MDCXXVIII . DIE / [C]YRIACI MANE TACTO / CESSIT R(EVEREN)D(VS) D(OMI)X(V)S<appalpha id=""footnotes-appalpha-dio-di101-0358-b"">b)</appalpha> IOANNES / LECHNER DIVINARVM COOPER/ATOR IN WENNG ET VIC<lig>AR</lig>I(VS) / AD S(ANCTVM) WOLFFG(ANGVM) ANTE / STAINKHART . QVI P(RAE)FVIT / ECCL(ES)IIS FILIA(LI)BVS DVABVS . / XXV . ANNOS, CVIVS ANIMA / DEO VIVAT<appalpha id=""footnotes-appalpha-dio-di101-0358-c"">c)</appalpha>. </lno>
      </par>
    </sec>
  </sco>";ANNOa) CHRISTI INCAR/XATIb) MDCXXVIII . DIE / [C]YRIACI MANE TACTO / CESSIT R(EVEREN)D(VS) D(OMI)X(V)Sb) IOANNES / LECHNER DIVINARVM COOPER/ATOR IN WENNG ET VICARI(VS) / AD S(ANCTVM) WOLFFG(ANGVM) ANTE / STAINKHART . QVI P(RAE)FVIT / ECCL(ES)IIS FILIA(LI)BVS DVABVS . / XXV . ANNOS, CVIVS ANIMA / DEO VIVATc).
